lat,lon,lst,ndvi,ndbi,ndwi
25.230038154016675,55.29000318039457,49.16412212000003,0.005029731895774603,0.17522293329238892,-0.0985521525144577
25.230038154016675,55.290093011922984,49.16412212000003,0.004050842951983213,0.1413157880306244,-0.09601021558046341
25.230038154016675,55.2901828434514,49.39312946000001,0.004050842951983213,0.1413157880306244,-0.09601021558046341
25.230038154016675,55.29027267497981,49.39312946000001,0.01872558332979679,0.11529979109764099,-0.13169071078300476
25.230038154016675,55.290362506508224,49.39312946000001,0.04552887752652168,0.11444084346294403,-0.12337187677621841
25.230038154016675,55.29054216956504,49.37433035000001,0.02336580492556095,0.0912647619843483,-0.0951504334807396
25.230038154016675,55.290632001093456,49.54864937000002,0.017209481447935104,0.14307481050491333,-0.10224204510450363
25.230038154016675,55.29072183262187,49.54864937000002,0.024707384407520294,0.1575523465871811,-0.08626781404018402
25.230038154016675,55.29081166415028,49.54864937000002,0.008410570211708546,0.08910799771547318,-0.07747241109609604
25.230038154016675,55.290901495678696,49.54864937000002,-0.0038282647728919983,-0.021275747567415237,-0.07633201032876968
25.230038154016675,55.2909913272071,49.54864937000002,0.007557661272585392,0.05066082999110222,-0.09616170078516006
25.230038154016675,55.291081158735516,49.440981739999984,0.007557661272585392,0.05066082999110222,-0.09616170078516006
25.230038154016675,55.29117099026393,49.440981739999984,0.007099283393472433,0.08733958750963211,-0.11254531890153885
25.230038154016675,55.29126082179234,49.440981739999984,0.018685292452573776,0.14393013715744019,-0.1284538358449936
25.230038154016675,55.29144048484917,49.71613235000001,0.014595887623727322,0.17742618918418884,-0.1249643936753273
25.230038154016675,55.291530316377575,49.71613235000001,0.014998316764831543,0.1715487539768219,-0.10991177707910538
25.230038154016675,55.29162014790599,49.71613235000001,0.032351303845644,0.1611049920320511,-0.09996843338012695
25.230038154016675,55.2917099794344,49.994700980000005,0.013535793870687485,0.17559656500816345,-0.09335920959711075
25.230038154016675,55.291799810962814,49.994700980000005,0.018862629309296608,0.1750606745481491,-0.09850841760635376
25.230038154016675,55.29188964249123,49.994700980000005,0.048765525221824646,0.20192906260490417,-0.12232056260108948
25.230038154016675,55.291979474019634,50.28694169000002,0.024807961657643318,0.20141004025936127,-0.12625661492347717
25.230038154016675,55.29206930554805,50.28694169000002,0.024807961657643318,0.20141004025936127,-0.12625661492347717
25.230038154016675,55.29215913707646,50.28694169000002,0.006438218988478184,0.17651842534542084,-0.131216898560524
25.230038154016675,55.29233880013329,50.30915881999999,0.025394121184945107,0.11017732322216034,-0.12293171882629395
25.230038154016675,55.2924286316617,50.30915881999999,-0.00611033383756876,0.07729183882474899,-0.10868170857429504
25.230038154016675,55.292518463190106,50.30915881999999,0.01265908032655716,0.08251503109931946,-0.1037961021065712
25.230038154016675,55.29260829471852,49.90583246000003,0.012492673471570015,0.10115165263414383,-0.10579406470060349
25.230038154016675,55.29269812624693,49.90583246000003,0.014420241117477417,0.13918466866016388,-0.10663621872663498
25.230038154016675,55.292787957775346,49.90583246000003,0.02101963758468628,0.1650111824274063,-0.11093829572200775
25.230038154016675,55.29287778930376,49.08550766000002,0.019766762852668762,0.2182554006576538,-0.11691417545080185
25.230038154016675,55.292967620832165,49.08550766000002,0.019766762852668762,0.2182554006576538,-0.11691417545080185
25.230038154016675,55.29305745236058,49.08550766000002,0.026418140158057213,0.19125328958034515,-0.11345069110393524
25.230038154016675,55.293237115417405,48.22587563000002,0.028479797765612602,0.16439354419708252,-0.10179022699594498
25.230038154016675,55.29332694694582,48.22587563000002,0.037974122911691666,0.09596346318721771,-0.12521710991859436
25.230038154016675,55.29341677847423,48.22587563000002,0.04012109711766243,0.06452183425426483,-0.13755963742733002
25.230038154016675,55.29350661000264,47.43118598000001,0.08454801887273788,0.027322890236973763,-0.17628724873065948
25.230038154016675,55.29359644153105,47.43118598000001,0.0967433974146843,0.07975258678197861,-0.20641860365867615
25.230038154016675,55.293686273059464,47.43118598000001,0.09036963433027267,0.07590198516845703,-0.15098994970321655
25.230038154016675,55.29377610458788,46.78688921000003,0.06289084255695343,0.07123376429080963,-0.13295426964759827
25.230038154016675,55.29386593611629,46.78688921000003,0.055384982377290726,0.08704780042171478,-0.12012524902820587
25.230038154016675,55.2939557676447,46.78688921000003,0.055384982377290726,0.08704780042171478,-0.12012524902820587
25.230038154016675,55.29413543070152,46.33571057000003,0.05730437859892845,0.059606485068798065,-0.11388113349676132
25.230038154016675,55.294225262229936,46.33571057000003,0.06266958266496658,0.06088264659047127,-0.1268538534641266
