gvi,svf,lst,ndvi,lat,lon,cluster,cluster_label
3.2212999131944445e-05,0.2580362955729167,48.99322112000005,0.0397133864462375,25.244171924747377,55.30057311058045,1,Shaded Urban
0.0063883463541666,0.688727060953776,49.67682511999999,0.0455565676093101,25.247917694563057,55.314558148384094,2,Hot & Exposed
0.0633939107259114,0.5690422058105469,50.13142177999998,0.0924996733665466,25.246350501811705,55.3080028295517,2,Hot & Exposed
0.0056123844844357,0.46596724019131,50.04768029000002,0.0304920449852943,25.239770982897284,55.305819511413574,2,Hot & Exposed
0.003607432047526,0.5400594075520834,50.40828140000002,0.009700046852231,25.240023301400328,55.30592679977417,2,Hot & Exposed
0.0011599858601888,0.4531027475992839,49.34869520000001,0.029229249805212,25.237878577428233,55.29966652393341,2,Hot & Exposed
0.0317014058430989,0.3469149271647135,48.77104982,0.0730379372835159,25.235971585190256,55.30473589897156,1,Shaded Urban
0.0060526529947916,0.2936825222439236,49.18633925000003,0.0423188135027885,25.250532872128375,55.31166136264801,1,Shaded Urban
0.0026505788167317,0.2051779429117838,49.76398463000004,0.0008762409561313,25.244448494601613,55.30661344528198,1,Shaded Urban
0.015509287516276,0.3314361572265625,50.43391655000002,0.0490599423646926,25.253725350245915,55.30687630176544,0,Hot & Barren
0.0079871283637152,0.2015177408854166,49.95539375000004,0.0334544628858566,25.24888323049771,55.31326532363891,1,Shaded Urban
0.0004405975341796,0.3194150924682617,50.40657239000001,0.0044705346226692,25.241076240268526,55.305272340774536,0,Hot & Barren
0.0024787055121527,0.0728030734592014,48.608693870000025,-0.0048735993914306,25.24700067091753,55.307283997535706,1,Shaded Urban
0.056671142578125,0.4152374267578125,50.011791079999995,0.1735120862722396,25.24825247924863,55.30873239040375,2,Hot & Exposed
0.1023729112413194,0.2491861979166666,49.23760955,0.0142238838598132,25.23718468804074,55.302032232284546,1,Shaded Urban
0.2170562744140625,0.4664662679036458,49.46319887000004,0.1554433703422546,25.24653002646475,55.308045744895935,3,Shaded Urban
0.0402679443359375,0.4524485270182292,49.68195215000003,-0.0002231897233286,25.24413795998504,55.307069420814514,2,Hot & Exposed
0.021461804707845,0.3541730244954427,51.40292522000004,0.0261055789887905,25.2384365974886,55.30370593070984,0,Hot & Barren
0.000150892469618,0.3825497097439236,49.998119,0.0489765517413616,25.248858970894844,55.30943512916565,2,Hot & Exposed
0.1470222473144531,0.3604571024576823,49.04961845,0.0817959383130073,25.246995818922173,55.308313965797424,3,Shaded Urban
0.0122222900390625,0.3108808729383681,49.82550899,0.0376321338117122,25.24933445822816,55.312755703926086,1,Shaded Urban
0.2793528238932292,0.2584788004557292,49.46319887000004,0.1554433703422546,25.246539730492486,55.308061838150024,3,Shaded Urban
0.0043652852376302,0.3552932739257812,47.68241045000002,0.0314960964024066,25.24152749699094,55.29665172100067,1,Shaded Urban
0.0026028951009114,0.2964655558268229,49.53155927,-0.0019687910098582,25.253638019134,55.306436419487,1,Shaded Urban
0.0173238118489583,0.3663291931152344,49.48199798000002,0.0072722788900136,25.244618317884377,55.30649542808533,2,Hot & Exposed
0.0014623006184895,0.4915173848470052,50.16560198000002,0.037127885967493,25.248582411079695,55.3134423494339,2,Hot & Exposed
0.0104853312174479,0.4876238505045573,49.30767896000003,0.088875412940979,25.2435217405055,55.307021141052246,2,Hot & Exposed
0.1225687662760416,0.3265380859375,49.97931989,0.1250945627689361,25.24807295714062,55.31422019004822,3,Shaded Urban
0.1838893890380859,0.1863670349121093,48.111371960000014,0.4455531239509582,25.242371779261777,55.30547082424164,3,Shaded Urban
0.0456424289279513,0.4265068901909722,50.80648073,0.2264434546232223,25.251716718786483,55.31011641025543,3,Shaded Urban
0.006744384765625,0.1749699910481771,48.51469832000001,0.0345305204391479,25.24389050214431,55.30621647834778,1,Shaded Urban
0.0015970865885416,0.5338541666666666,50.24763446,0.0237774401903152,25.248577559147492,55.31347990036011,2,Hot & Exposed
0.0031331380208333,0.2675946553548177,51.11922956000001,0.0182174276560544,25.25310917939277,55.30753076076507,0,Hot & Barren
0.0246810913085937,0.6125971476236979,51.99082466000005,0.107769601047039,25.251619682609217,55.310035943984985,0,Hot & Barren
0.0368970235188802,0.4733149210611979,49.68195215000003,-0.0002231897233286,25.244152516312937,55.307069420814514,2,Hot & Exposed
0.055145263671875,0.5402921040852865,49.34698619,0.0795047059655189,25.24381772033055,55.304521322250366,2,Hot & Exposed
0.0037553575303819,0.4226837158203125,49.95539375000004,0.0302070844918489,25.248849267052336,55.31323850154877,2,Hot & Exposed
0.0007155736287434,0.243408203125,49.929758600000014,0.0031817012932151,25.243317950698696,55.301538705825806,1,Shaded Urban
0.0352999369303385,0.6160786946614584,49.80329186000006,0.0136301843449473,25.24448731137288,55.30712306499481,2,Hot & Exposed
0.0004204644097222,0.1865793863932291,48.75054170000004,0.0234375447034835,25.247587760926876,55.30745029449463,1,Shaded Urban
0.0797390407986111,0.4070909288194444,49.03936439,0.0202481988817453,25.243356767831116,55.30699968338013,2,Hot & Exposed
0.0006039937337239,0.2339032491048177,49.51105115000004,0.0001741897576721,25.244433938309182,55.30637741088867,1,Shaded Urban
0.0020819769965277,0.1513502332899305,48.67363625000005,0.0254277735948562,25.23988258537669,55.29843807220459,1,Shaded Urban
0.021680196126302,0.4067548116048177,49.76398463000004,0.0070369928143918,25.24451157184862,55.30660271644592,2,Hot & Exposed
0.0615336100260416,0.4024759928385417,50.064770390000035,0.3217785060405731,25.24900938035455,55.3088504076004,3,Shaded Urban
0.0033340454101562,0.25250244140625,49.459780850000016,0.0412570014595985,25.249732313546403,55.31240701675415,1,Shaded Urban
0.0012550354003906,0.5338859558105469,50.24763446,0.0237774401903152,25.248577559147492,55.31347990036011,2,Hot & Exposed
0.0008341471354166,0.2339274088541666,48.56596862000001,0.0180646609514951,25.24606908425423,55.306302309036255,1,Shaded Urban
0.0088256200154622,0.3305397033691406,51.40292522000004,0.0012081027962267,25.238499677856,55.30370056629181,0,Hot & Barren
0.089056650797526,0.5182393391927084,50.842369940000026,0.0532170906662941,25.246156420807353,55.308040380477905,2,Hot & Exposed
0.060056898328993,0.292938232421875,50.24592545000005,0.0349378772079944,25.248849267052336,55.30892014503479,0,Hot & Barren
0.0496686299641927,0.5652783711751302,49.80329186000006,0.0051604844629764,25.24428352318536,55.30701041221619,2,Hot & Exposed
0.1721225314670139,0.2239820692274305,48.83257418000002,0.2727774381637573,25.24779154357267,55.30844807624817,3,Shaded Urban
0.0279388427734375,0.325232187906901,49.46148986000003,0.0156728327274322,25.25381753301812,55.3061842918396,1,Shaded Urban
0.004339853922526,0.2804374694824219,49.97931989000003,0.0243874248117208,25.253584650090275,55.306570529937744,1,Shaded Urban
0.245878431532118,0.3131306966145833,50.73982934000003,0.0280715748667716,25.245428614279987,55.30769169330597,3,Shaded Urban
0.0021375020345052,0.5563240051269531,49.7588576,0.4590701162815094,25.248436853029375,55.314043164253235,3,Shaded Urban
0.0964779324001736,0.0871107313368055,49.222228460000025,0.1289576292037964,25.247189898585745,55.31270205974579,3,Shaded Urban
0.0429369608561197,0.3333600362141927,52.288192400000014,0.0152947539463639,25.240566754858477,55.30436038970947,0,Hot & Barren
0.0433642069498697,0.6265487670898438,49.76398463000004,0.0008156527765095,25.244404825719116,55.30692994594574,2,Hot & Exposed
0.0068732367621527,0.2168358696831597,49.95539375000004,0.0334544628858566,25.24887837857753,55.313259959220886,1,Shaded Urban
0.0001754760742187,0.1761846542358398,48.388231580000024,0.0312628932297229,25.23989714221426,55.298277139663696,1,Shaded Urban
0.0172913869222005,0.3297611872355143,49.25469965000002,0.0315983928740024,25.242269883436848,55.3052294254303,1,Shaded Urban
0.0106646219889322,0.3547401428222656,51.037197080000055,0.0362159200012683,25.252580337349073,55.30897378921509,0,Hot & Barren
0.0092976888020833,0.4325586954752604,49.78620176000001,0.0610348507761955,25.252051493002966,55.31043291091919,2,Hot & Exposed
0.0053431193033854,0.6677449544270834,49.78107473000003,0.0126844393089413,25.24779154357267,55.3142523765564,2,Hot & Exposed
0.1615431043836805,0.2846035427517361,48.167769290000024,0.0810332745313644,25.25281807396551,55.30588388442993,3,Shaded Urban
0.0016161600748697,0.2304293314615885,50.686850030000045,0.0315074510872364,25.25091616800607,55.30743420124054,0,Hot & Barren
0.1784532335069444,0.4426235622829861,49.59821066000001,0.0790354534983635,25.24381772033055,55.3071391582489,3,Shaded Urban
0.0016098022460937,0.5386199951171875,51.56699018000003,-0.0070724235847592,25.24102286570668,55.305052399635315,0,Hot & Barren
0.1244961420694987,0.1541671752929687,49.05474548000001,0.0214532371610403,25.23778153019973,55.30062675476074,1,Shaded Urban
0.0246022542317708,0.2021586100260416,49.94172167000002,-0.0094825103878974,25.24869885739436,55.31014859676361,1,Shaded Urban
