shade_06,shade_08,shade_10,shade_12,shade_14,shade_16,shade_18,shade_avg,length,mid_lat,mid_lon
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.299,25.25206395,55.31004085
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.349,25.2520208,55.30997395
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.896,25.252128710276853,55.309908885763846
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.091,25.252263831212527,55.31008430609616
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.805,25.230879005441707,55.29315204803602
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.792,25.23031946473302,55.29030712896245
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,18.707,25.23251575,55.2910183
0.0,0.2272,0.0,1.0,0.0,0.0,0.0,0.17531428571428573,39.204,25.232752584074056,55.29113156885865
0.0,0.4145,0.1039,0.0698,0.0,0.0,0.0,0.08402857142857142,554.647,25.23476986886712,55.29238383290421
0.0,0.1681,0.0,0.0,0.0,0.0,0.0,0.024014285714285714,67.208,25.23283647226018,55.309676124374555
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.945,25.234338119073378,55.30471369287331
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.996,25.233584883979958,55.30495314512361
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.293,25.234681932929508,55.30437207140664
0.0,0.8358,0.4537,0.0,0.0,0.0,0.0,0.1842142857142857,632.128,25.23936028110468,55.306861999679626
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.577,25.234246173512265,55.305988479709434
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.796,25.2347555,55.30496915
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.822,25.23509805587008,55.30443265232561
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.006,25.234931480499096,55.304936326323464
0.0,0.0,0.0,0.0,0.0,0.0413,0.0,0.005900000000000001,75.688,25.25172525,55.3096388
0.0,0.0,0.0,0.0,0.0,0.3403,0.0,0.048614285714285714,85.737,25.251781368436617,55.309545548178406
0.0,0.9848,0.055,0.0235,0.0,0.5419,0.0,0.22931428571428575,144.103,25.25077948043477,55.309322338597426
0.0,0.4512,0.0,0.0,0.0,0.5056,0.0,0.1366857142857143,350.49,25.236728945510237,55.30498759569947
0.0,0.4707,0.0,0.0,0.0,0.5898,0.0,0.1515,174.592,25.23901787626329,55.30563400179125
0.0,0.4742,0.0,0.0,0.0,0.2111,0.0,0.0979,126.6,25.238764936440404,55.305692994282666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.834,25.2524896,55.3100774
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.804,25.2524906,55.31019205
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.059,25.25240465,55.3102229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.516,25.25219225,55.309764
0.0,0.0,0.0,0.0,0.0,0.0906,0.0,0.012942857142857143,14.747,25.252109,55.30978695
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.287,25.25235334727666,55.30990164915798
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.669,25.24004775,55.2952408
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73,25.240087,55.29528105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.238,25.239938418238705,55.29544020999728
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.031,25.239696414548355,55.29507027578398
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.521,25.23979445,55.29570275
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.261,25.23989445,55.2956568
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.1,25.239506495464013,55.295420779183104
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.845,25.25148385,55.2900797
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.548,25.251373278226122,55.29011827004944
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.068,25.2513622,55.2902617
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57,25.2512843,55.29018175
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.453,25.25129665,55.29027005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.543,25.2470481,55.29953835
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.82,25.24693695,55.2996376
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.361,25.24694735,55.2994843
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.272,25.2470253,55.2994696
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.863,25.24684595,55.29981305
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.981,25.2468184,55.2997265
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.607,25.24691355,55.29978875
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,12.361,25.2444037,55.30730655
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,10.905,25.24450405,55.30733925
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,8.761,25.2444692,55.30728215
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,7.852,25.24436085,55.30725225000001
0.0,0.782,0.0672,0.0,0.0,0.324,0.0,0.1676,106.499,25.243888746237715,55.30714836230409
0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.06857142857142857,10.857,25.2467227,55.29966285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.716,25.2468288,55.2995732
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.756,25.2467346,55.29974535
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.528,25.24691755,55.29941035
0.0,0.445,0.0,0.0,0.0,0.0,0.0,0.06357142857142857,12.343,25.246843357310183,55.29942853634729
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.788,25.2512122,55.29020595000001
0.0,0.1803,0.0,0.0,0.0,0.0,0.0,0.025757142857142857,17.65,25.25118785,55.2900831
0.0,0.7835,0.705,0.3038,0.0,0.0,0.0,0.2560428571428571,85.326,25.23138005,55.29096845
0.0,0.1319,0.0,0.0,0.0,0.285,0.0,0.05955714285714285,184.482,25.251358042718568,55.31143284500426
0.0,0.0,0.0,0.0,0.0,0.4002,0.0,0.057171428571428574,19.845,25.24045312020212,55.29320309476453
0.0,0.0,0.0,0.0,0.0,0.8036,0.0,0.1148,189.94,25.240984851861246,55.292370505071915
0.0,0.0,0.0,0.0,0.0,0.0296,0.0,0.004228571428571429,203.333,25.239969812994396,55.29396830887113
0.0,0.2076,0.0,0.0,0.0,0.0,0.0,0.029657142857142858,25.338,25.24173875,55.29022915
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,4.628,25.2416215,55.29015575
0.0,0.7679,0.2445,0.0,0.0,0.8301,0.0,0.2632142857142857,80.952,25.2397306,55.29141575
0.0,0.5962,0.1491,0.1318,0.1914,0.6832,0.0,0.25024285714285716,79.165,25.23987465,55.29194645
0.0,0.0,0.0,0.0,0.5038,1.0,0.0,0.21482857142857142,26.115,25.24011025,55.2914925
0.0,0.7294,0.3062,0.0,0.0,0.0,0.0,0.14794285714285715,39.87,25.2388539,55.29089885
0.0,0.7225,0.3939,0.3101,0.2999,0.8074,0.0,0.3619714285714286,27.174,25.2391199,55.2910557
0.0,0.1448,0.0459,0.1401,0.1228,0.1521,0.0,0.08652857142857143,71.956,25.238846279478892,55.29129983315906
0.0,0.8076,0.4209,0.205,0.2045,0.5254,0.0,0.3090571428571428,81.023,25.23937735,55.29209555
0.0,0.752,0.105,0.1019,0.1031,0.1695,0.0,0.17592857142857143,69.998,25.239974056817612,55.292451290714375
0.0,0.0,0.0,0.0,0.2261,0.7924,0.0,0.1455,29.277,25.2405652,55.29061565
0.0,0.0,0.0,0.5998,0.7297,0.819,0.0,0.3069285714285714,48.968,25.24074035,55.2902783
0.0,0.7613,0.3796,0.0291,0.1891,0.4729,0.0,0.2617142857142857,78.961,25.240937055861195,55.29069077620172
0.0,0.8131,0.6614,0.6519,0.6555,0.6686,0.0,0.49292857142857144,22.896,25.23931855,55.29117284999999
0.0,0.5823,0.2038,0.216,0.3866,0.7629,0.0,0.3073714285714286,184.103,25.239788253860766,55.29064495220144
0.0,0.0,0.0,0.0251,0.1426,0.5325,0.0,0.10002857142857143,73.975,25.2403342,55.2910609
0.0,0.9098,0.7876,0.0,0.0,1.0,0.0,0.38534285714285715,48.309,25.2374936,55.29097945000001
0.0,0.5205,0.0,0.0,0.0,1.0,0.0,0.21721428571428572,23.822,25.23721045,55.29080465
0.0,0.8886,0.4248,0.0461,0.0416,0.4058,0.0,0.25812857142857143,56.828,25.23689,55.29061695
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.075,25.243554737745622,55.29746140493097
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.77,25.243498591674438,55.297510664609156
0.0,0.7332,0.6635,0.5983,0.5749,0.5749,0.0,0.44925714285714285,111.328,25.24420955750532,55.29790814090881
0.0,0.7411,0.0,0.1022,0.153,1.0,0.0,0.28518571428571426,79.388,25.2474974,55.2941348
0.0,0.0883,0.5734,0.8795,1.0,1.0,0.0,0.5058857142857143,37.101,25.24710125,55.29409705
0.0,0.0,0.4099,0.5901,0.6274,0.6102,0.0,0.31965714285714286,78.577,25.2473629,55.29360005
0.0,0.4481,0.1432,0.102,0.0392,1.0,0.0,0.2475,79.171,25.24811505,55.29452855
0.0,0.0,0.0,0.0,0.0,0.2008,0.0,0.028685714285714287,4.138,25.24841345,55.29474445
0.0,0.4069,0.424,0.3722,0.2465,0.3437,0.0,0.2561857142857143,151.051,25.248521741548736,55.29412133255148
0.0,1.0,0.56,0.0,0.0,0.0,0.0,0.22285714285714286,17.72,25.253857,55.29266915
0.0,1.0,0.7959,0.0,0.0,0.0,0.0,0.2565571428571429,9.753,25.2539463,55.2927635
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,22.98,25.25398991965266,55.29265006603618
0.0,1.0,0.0,0.0,0.053,0.074,0.0,0.161,80.849,25.2543049,55.2922723
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,39.774,25.2546841,55.2921255
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.602,25.2511324,55.2907573
0.0,0.0,0.0,0.0,0.0,0.4273,0.0,0.06104285714285714,97.797,25.25100755,55.291155
0.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0012,26.48,25.251292086628,55.29064050963824
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.42857142857142855,6.011,25.2543898,55.2978138
0.0,0.0,0.2021,0.7868,0.0,1.0,0.0,0.28412857142857145,8.983,25.2544388,55.29780785
0.0,0.0,1.0,0.5061,0.0,1.0,0.0,0.35801428571428573,10.708,25.254426,55.29774095000001
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.42857142857142855,4.143,25.2543862,55.29777825
0.0,0.0,1.0,1.0,0.4944,0.0,0.0,0.3563428571428572,31.662,25.2543061,55.29362415
0.0,0.4792,0.5528,1.0,0.0,0.0,0.0,0.2902857142857143,25.229,25.25445665,55.29357435
0.0,0.6156,1.0,1.0,0.0,0.0,0.0,0.37365714285714285,18.981,25.25431535,55.29341975
0.0,0.2525,0.0,0.0,0.0,0.3261,0.0,0.08265714285714286,42.1,25.253738,55.29480425
0.0,0.9412,0.0,0.0,0.0,1.0,0.0,0.27731428571428574,7.057,25.25384615,55.29459115
0.0,0.7761,0.0,0.0,0.0,1.0,0.0,0.2537285714285714,41.19,25.25399867237428,55.29471087155908
0.0,1.0,0.5256,0.0,0.0,1.0,0.0,0.36079999999999995,45.673,25.25040265,55.30152055
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,23.76,25.25067815,55.30168295
0.0,1.0,0.6185,0.0,0.3914,1.0,0.0,0.4299857142857143,55.223,25.250530969052438,55.301376623534
0.0,1.0,0.9746,0.0,0.0,1.0,0.0,0.4249428571428572,44.67,25.25004425000001,55.3013091
0.0,1.0,1.0,0.0,0.2043,1.0,0.0,0.45775714285714286,35.63,25.250362130888625,55.30134209547674
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.422,25.25204815,55.2981791
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.234,25.2521181,55.29816035
0.0,0.6891,0.0,0.0,0.0,0.0,0.0,0.09844285714285715,7.907,25.2521227,55.2982285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.532,25.252055158888744,55.298279577121626
0.0,1.0,1.0,0.836,0.0,0.3516,0.0,0.45537142857142854,91.847,25.25412955,55.29943165
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.42857142857142855,2.678,25.2537662,55.2991878
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.42857142857142855,10.517,25.253817734188345,55.299169245686606
0.0,1.0,0.9575,0.0,0.0,0.0,0.0,0.27964285714285714,26.074,25.2526257,55.3057528
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,13.454,25.25278697700123,55.305833832595496
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,13.214,25.252773229041093,55.3058574117022
0.0,0.8628,0.7731,0.2388,0.0,1.0,0.0,0.4106714285714285,19.833,25.25347995,55.304339
0.0,0.6686,0.8414,0.7252,0.2038,0.9518,0.0,0.4844,108.09,25.25400408739575,55.30459176814255
0.0,0.1568,0.2721,0.7029,0.6266,0.9928,0.0,0.3930285714285714,90.431,25.25356872917769,55.304769167011926
0.0,0.2126,0.7032,0.9099,0.8676,1.0,0.0,0.5276142857142857,57.096,25.25100426623015,55.30311567796143
0.0,1.0,1.0,0.0,0.1705,1.0,0.0,0.45292857142857146,49.431,25.251384487438468,55.30306366904219
