gvi,svf,lst,ndvi,lat,lon,cluster,cluster_label
0.0263841417100694,0.0361701117621527,51.15853679,0.0244852285832166,25.244171924747377,55.30113637447357,0,Hot & Barren
0.1615778605143229,0.3740959167480469,49.33160509999999,0.3141921162605285,25.249591608765684,55.30913472175598,2,Shaded Urban
0.0010770161946614,0.1545867919921875,51.37558106000006,0.0139034418389201,25.25449677234076,55.30394196510315,0,Hot & Barren
6.612141927083333e-05,0.26605224609375,49.999828010000016,0.038350909948349,25.239960221823665,55.300047397613525,0,Hot & Barren
0.0038045247395833,0.6235313415527344,50.57747339000002,0.0386474356055259,25.24831070257804,55.31382858753204,1,Hot & Barren
0.0233815511067708,0.4010348849826389,49.86652523000001,0.0057813948951661,25.245365537508988,55.30920445919037,1,Hot & Barren
1.9073486328125e-05,0.4008115132649739,49.83405404000001,0.0170889813452959,25.25390001228135,55.30633985996246,1,Hot & Barren
0.0260670979817708,0.493017832438151,50.29035971000002,0.0437861643731594,25.246268017422736,55.29910862445831,1,Hot & Barren
0.0208621554904513,0.4089575873480903,51.72421910000003,0.0797193646430969,25.251629386230434,55.30996084213257,1,Hot & Barren
0.0037604437934027,0.4226413302951389,50.34504803000005,0.034385148435831,25.24884441513079,55.31323850154877,1,Hot & Barren
0.043853759765625,0.2415195041232639,50.016918110000006,0.0410792715847492,25.246335945747138,55.311795473098755,0,Hot & Barren
0.0060340033637152,0.4833797878689236,49.76056661000004,0.0154102453961968,25.25280837043924,55.3078418970108,1,Hot & Barren
0.0029534233940972,0.2531483968098958,50.198073170000015,0.01748913154006,25.24143045267591,55.303019285202026,0,Hot & Barren
0.0033467610677083,0.2911020914713542,50.64070676000003,0.0198968313634395,25.252493005413925,55.309038162231445,0,Hot & Barren
0.0053219265407986,0.5101453993055556,48.68047229000001,0.0299293939024209,25.23929060583781,55.296785831451416,3,Mixed
0.000883314344618,0.2414008246527778,49.787910770000025,0.0285176038742065,25.242856996303516,55.29987037181854,0,Hot & Barren
0.0021629333496093,0.1796620686848958,48.59843981000003,0.0662358626723289,25.246006007815737,55.30175864696503,3,Mixed
0.0190395779079861,0.4620463053385417,51.77378039000001,0.0266067814081907,25.25175068143021,55.30944585800171,1,Hot & Barren
0.0212029351128472,0.3003404405381944,50.517658040000015,0.0145009811967611,25.246869666974604,55.304017066955566,0,Hot & Barren
0.0005455017089843,0.1122817993164062,50.095532570000046,0.0198712237179279,25.246801738948577,55.29995620250702,0,Hot & Barren
0.0042877197265625,0.2084876166449653,50.68855904000003,0.0405848026275634,25.23987773309709,55.30248284339905,0,Hot & Barren
0.0021921793619791,0.3360697428385417,51.408052250000026,0.0253879204392433,25.241799220660695,55.30388832092285,1,Hot & Barren
0.0073013305664062,0.2822138468424479,49.48028897,0.0214000511914491,25.24323546425117,55.29764950275421,0,Hot & Barren
0.2506442599826389,0.3271365695529514,51.22518818,0.0886852070689201,25.24531701689365,55.30765414237976,2,Shaded Urban
0.0174102783203125,0.4380302429199219,50.314285850000005,0.0982958003878593,25.251338277256863,55.31091034412384,1,Hot & Barren
0.0011100769042968,0.5339304606119791,50.71077617000003,0.0376686975359916,25.24855329948359,55.313512086868286,1,Hot & Barren
0.0038859049479166,0.6382916768391927,48.68047229000001,0.0299293939024209,25.239251787406644,55.296812653541565,3,Mixed
0.0271924336751302,0.1724777221679687,49.589665610000026,0.0461960062384605,25.245574175934195,55.29899060726166,0,Hot & Barren
0.015716552734375,0.199981689453125,51.671239790000016,0.0222942847758531,25.251474128198012,55.309284925460815,0,Hot & Barren
0.0206782023111979,0.6141204833984375,50.35701110000002,0.0253034774214029,25.253177103892085,55.30800819396973,1,Hot & Barren
0.0044928656684027,0.1376512315538194,49.19830231999998,0.0482649952173233,25.246641622736988,55.30646324157715,0,Hot & Barren
0.3766954210069444,0.1091325547960069,48.07035572000001,0.2388498932123184,25.2520903073452,55.30538499355316,2,Shaded Urban
0.00640869140625,0.2705548604329427,50.06135237000001,0.0026113449130207,25.242658057550727,55.297064781188965,0,Hot & Barren
0.0054846869574652,0.036407470703125,50.76204647000003,0.047219306230545,25.23918870742959,55.30227899551392,0,Hot & Barren
