lat,lon,dist_to_green_m
25.244171924747377,55.30113637447357,138.98206934211902
25.249591608765684,55.30913472175598,3.3221580625876688
25.25449677234076,55.30394196510315,107.18032266774057
25.239960221823665,55.300047397613525,203.64697817364208
25.25006224135865,55.31111419200897,139.77279654677267
25.24831070257804,55.31382858753204,27.98696918815488
25.245365537508988,55.30920445919037,153.39146447878773
25.25390001228135,55.30633985996246,76.55174816859075
25.246268017422736,55.29910862445831,74.33933591843599
25.251629386230434,55.30996084213257,18.40516767749252
25.247020078897062,55.30359864234924,129.07241580998084
25.24884441513079,55.31323850154877,49.36847721793793
25.239727312333983,55.29992938041687,200.30298552116042
25.246335945747138,55.311795473098755,30.22566234593004
25.25280837043924,55.3078418970108,91.01454194889635
25.24143045267591,55.303019285202026,160.80113279622023
25.24494340750651,55.31057238578797,99.26052226676858
25.252493005413925,55.309038162231445,67.65658849011648
25.23929060583781,55.296785831451416,194.185623291816
25.242856996303516,55.29987037181854,109.62564379621158
25.246006007815737,55.30175864696503,213.0183601369784
25.25175068143021,55.30944585800171,65.5296744599387
25.246869666974604,55.304017066955566,175.30823881541204
25.246801738948577,55.29995620250702,108.54228362632503
25.23987773309709,55.30248284339905,145.40518599075008
25.241799220660695,55.30388832092285,123.81213262631155
25.24323546425117,55.29764950275421,117.74995165117068
25.23950895928203,55.299789905548096,187.48212561218898
25.24531701689365,55.30765414237976,5.1569467313999136
25.251338277256863,55.31091034412384,27.319043929174388
25.24855329948359,55.313512086868286,43.74255486891607
25.239251787406644,55.296812653541565,191.9353275707214
25.245574175934195,55.29899060726166,134.8616101488714
25.23970790318968,55.29873847961426,261.2132305789145
25.24013975591734,55.299805998802185,237.03666926449694
25.251474128198012,55.309284925460815,66.14725195140268
25.253177103892085,55.30800819396973,59.793915190410914
25.246641622736988,55.30646324157715,171.3343441354496
25.2520903073452,55.30538499355316,26.702908297548813
25.242658057550727,55.297064781188965,115.52765814847885
25.23918870742959,55.30227899551392,74.64365165794167
25.24530246070526,55.303571820259094,50.168511577015956
25.238921830241296,55.30221462249756,48.715161335249725
25.25019809372679,55.30418872833252,27.922115691886983
25.251590571740948,55.30998766422272,21.408241540445133
25.2410374224077,55.30497193336487,65.4820958181648
25.250823983032006,55.31174182891846,32.85205618256292
25.23940706105688,55.29637813568115,189.0174368078512
25.240911264274317,55.30361473560333,173.54421005252271
25.247704208194904,55.30273497104645,13.65408379185019
25.24438541732185,55.30093789100647,119.99895404326196
25.239960221823665,55.300047397613525,203.64697817364208
25.250067093231564,55.312074422836304,73.56389312770845
25.245491691018216,55.30871093273163,96.91399697859129
25.248771636284378,55.313318967819214,50.69878939564666
25.245646956695936,55.302289724349976,141.9697142850987
25.252124269884447,55.309821367263794,45.256208119031974
25.252434784088948,55.30712306499481,22.99399882901538
25.248111772754015,55.308582186698914,19.850334874580067
25.25320621438013,55.30791163444519,62.45486146389036
25.25200297505775,55.30539572238922,23.97090419954719
25.251648793470537,55.31015932559967,19.806811429096896
25.248577559147492,55.31347990036011,44.87020059479339
25.24855329948359,55.313506722450256,44.19223007443274
25.252459042977748,55.309268832206726,64.15682975707004
25.248436853029375,55.31239092350006,151.34356083613628
25.23944102714141,55.29632985591888,191.35134122864054
25.250236908661208,55.31194567680359,63.43657890909979
25.24831070257804,55.307321548461914,112.4282403787983
25.24556932388188,55.30860900878906,83.64202617440709
25.249344162031917,55.30738055706024,159.94609853194862
25.251110241406963,55.30972480773926,46.690206312222365
25.246661030773893,55.30712842941284,106.04817320378633
25.251677904324865,55.31091570854187,30.397708792594713
25.251731274206392,55.31036853790283,34.890296670220906
25.251381943647388,55.3108674287796,23.308223924761258
25.25366227778251,55.30650079250336,56.27497655152124
25.239411913355255,55.29636740684509,189.2296699226759
25.235588242172312,55.30395805835724,6.879447966218494
25.23964967573822,55.297048687934875,243.28733463141603
25.237645663949607,55.302311182022095,105.46200039967506
25.24288125710474,55.303802490234375,103.5702191540691
25.238810226879707,55.30246138572693,68.65055326163133
25.255049864411887,55.30436038970947,179.565000909265
25.240314437483676,55.29950559139252,275.3434504528411
25.24116358041009,55.29875457286835,300.3519183126586
25.237529207042925,55.30227899551392,115.5247408737407
25.240207687667407,55.29566466808319,128.4025846551605
25.242376631441772,55.30335187911987,151.15905200746263
25.238810226879707,55.30246138572693,68.65055326163133
25.241779811847294,55.29918372631073,224.03463160636318
25.243317950698696,55.30441403388977,45.4969582408595
25.242148578772003,55.30392050743103,99.64008952127736
25.242561014138488,55.3049236536026,6.01783866171092
25.244404825719116,55.306806564331055,102.53384077246633
25.239567186800898,55.29697358608246,231.17500648035212
25.2393391288593,55.29967725276947,175.6940681823803
25.24111505811696,55.29617965221405,118.4328390655449
25.24082392395144,55.30520260334015,91.7367053127513
25.239431322546793,55.296340584754944,190.58320504034208
25.24953823794415,55.30100226402283,17.081957241823762
25.238873307053197,55.29740273952484,163.1757990237629
25.237238064288093,55.302042961120605,139.5821106911429
25.24306078688332,55.29748320579529,114.9393375756896
25.241124762577144,55.302037596702576,103.43013876169171
25.23882478384573,55.30242919921875,65.61414136414096
25.23831528899775,55.29844880104065,126.24975295568804
25.239450731735246,55.296319127082825,192.1298278675619
25.238722885046982,55.297579765319824,146.9691736145409
25.244123403655436,55.30468761920929,51.714342393024026
25.23983406257213,55.29702723026275,259.9851119192158
25.243531444773495,55.30443549156189,53.83364300767238
25.239654528026904,55.30003130435944,186.48651377110082
25.2516536452801,55.310508012771606,26.277183971260097
25.238776260618906,55.30448913574219,42.67592575785637
25.24164880227572,55.30370593070984,144.223155307128
25.23866950945164,55.30443012714386,31.00713447629877
25.2444679029888,55.30715525150299,66.68885486321446
25.24215343096091,55.29946804046631,180.84920010181236
25.2430122653477,55.30421555042267,57.877001831323234
25.239654528026904,55.300036668777466,185.96562557654025
25.241265477162557,55.30173718929291,80.19049135764642
25.23710704982092,55.30196249485016,128.31244542296463
25.24282788333565,55.2998811006546,113.06961298330158
25.235971585190256,55.30291736125946,62.32296117275275
25.239334276558026,55.29688775539398,204.0761634392119
25.236495647106963,55.3021502494812,72.20779527006111
25.24965468334273,55.31247675418854,52.58240576986789
25.253380877162087,55.30750393867493,22.935863530635306
25.23580174982513,55.30443012714386,4.295632591441569
25.248849267052336,55.31290590763092,78.89502421874231
25.242677466223853,55.3066349029541,88.36151773176839
25.242575570655266,55.30684411525726,66.6407167514165
25.247699356227617,55.30451059341431,154.48736023910274
25.246864814974003,55.30816912651062,49.978876266744436
25.244710507567063,55.3074449300766,24.75960179054606
25.25160027536448,55.31066358089447,28.338060381950918
25.247141378698927,55.30394196510315,151.62199905385086
25.252012678648327,55.302804708480835,14.662749516291784
25.24472021174013,55.30487537384033,105.08992958284578
25.253904864000987,55.30594289302826,84.43377117145256
25.2527647045615,55.30857682228088,40.04796807262432
25.249683794674898,55.31242311000824,55.05585763878615
25.251008352910148,55.30863046646118,61.29048455340237
25.250906464327883,55.31134486198425,57.4871160603945
25.24794195435389,55.31462788581848,20.269780474868323
25.24467654295529,55.306575894355774,116.60245723882018
25.244477607181224,55.3071391582489,67.36698090291677
25.2525706338038,55.30900597572327,62.037983705990335
25.246627066707305,55.30041217803955,161.7206589949546
25.245457726624775,55.303571820259094,67.12248290137148
25.23753891178943,55.30227899551392,114.53905505720262
25.245511099238797,55.30348062515259,72.2331056883009
25.25019809372679,55.305036306381226,59.210052795139326
25.241051979106956,55.304832458496094,66.57872339534937
25.24278421387075,55.29713451862335,109.38705819969685
25.241707028769422,55.30202686786651,49.281452496694115
25.2437303820965,55.30449450016022,46.88771563352024
25.23871318039504,55.29765486717224,146.89589225155842
25.239436174844187,55.296335220336914,190.96597148116592
25.23983891485348,55.30011177062988,189.87878779796614
25.24266776188767,55.304306745529175,47.77083241122531
25.243968136030944,55.30724108219147,90.4568204557813
25.24153720141817,55.301082730293274,83.02429476253982
25.23770874472747,55.302547216415405,114.78642502732086
25.24282788333565,55.30419945716858,59.623547491283894
25.238810226879707,55.30246138572693,68.65055326163133
25.241726437594437,55.30633985996246,109.65243393921479
25.244006952955672,55.30047655105591,67.38225263654556
25.242755100885446,55.30426383018494,52.54085639679083
25.237281735745785,55.30392050743103,126.03416423379667
25.242944335165262,55.30365765094757,119.69189091576547
25.238198832732635,55.298588275909424,121.55583594330646
25.241076240268526,55.30513823032379,62.83396144254949
25.2440700304319,55.30459642410278,54.84358386711353
25.244045769867995,55.30463933944702,49.749017949811844
25.24177010743942,55.3038614988327,127.93177569967376
25.236020109536724,55.30473053455353,20.261175599043096
25.24044544849366,55.30344307422638,217.3574775628577
25.243385880672264,55.30437111854553,53.991536512050075
25.243977840263295,55.3072464466095,90.41596826566214
25.239732164619554,55.305798053741455,36.93930068256667
25.242119465634417,55.301324129104614,42.33114268525274
25.253152845146687,55.30795454978943,64.9158124041796
25.244380565222045,55.30735373497009,60.38575109520165
25.235573684818704,55.3045266866684,21.631879084731867
25.243216055667133,55.30596971511841,14.94606324296712
25.23880537455733,55.30247747898102,70.2621631872829
25.236461680199355,55.302075147628784,64.44814138611585
25.24333250712479,55.30009567737579,80.63280769096095
25.240561902606217,55.30275106430054,197.68517567939062
25.23563676667179,55.30345380306244,62.586796677047104
25.243337359266448,55.30442476272583,45.96321536053499
25.23856761052272,55.29793918132782,139.13648132793236
25.239033433500424,55.30217707157135,54.14194561957654
25.238489973186205,55.298084020614624,131.9256026260827
25.239761278329027,55.297043323516846,253.73543768587217
25.245307312768247,55.30419945716858,94.21284679271298
25.237543764162368,55.30227899551392,114.04683311533678
25.237417602402655,55.30397951602936,116.82855718520831
25.242527048925908,55.30417799949646,61.888755199725466
25.246990966926603,55.31322777271271,71.99013384732646
25.24793225043813,55.30750393867493,66.51168734974235
25.24963042389389,55.31138241291046,155.03877330737257
25.250397020134617,55.30443012714386,14.42897494758765
25.245889558920155,55.31146824359894,66.07981949301173
25.25163423804075,55.30996084213257,17.92612295051979
25.2479759180529,55.30010640621185,163.71674241066373
25.24128973828151,55.304065346717834,110.79943263245083
25.24952853415591,55.30099153518677,16.734247718070705
25.24936356963707,55.31270742416382,64.50420148947443
25.24646695026551,55.308051109313965,30.155681821394662
25.250770612751893,55.31145751476288,60.67824596504667
25.254618064677217,55.304832458496094,174.4642286428023
25.24688907497506,55.30816912651062,47.47066421673686
25.25091131616705,55.30937075614929,6.962131999801555
25.251144204220267,55.30934393405914,29.581978234659374
25.248708561248904,55.3133350610733,52.98590855809131
25.251648793470537,55.31017541885376,21.08464448285056
25.24761687275435,55.304784178733826,182.38574280543665
25.24833011034832,55.3070855140686,130.313296545011
25.24515689872553,55.310808420181274,108.15669609322447
25.245617844396477,55.306296944618225,155.50590162792176
25.25293936797831,55.30860364437103,20.59778395392387
25.251663348898603,55.31038463115692,27.251336666413273
25.252391118076915,55.309284925460815,67.67630693135666
25.250086500721252,55.30902206897736,22.82995106580236
25.24670955085253,55.313007831573486,80.47430851769504
25.251590571740948,55.30998766422272,21.408241540445133
25.24500648449664,55.30661344528198,110.69793185825813
25.25287144334608,55.308796763420105,35.72810983513308
25.25393397431465,55.30627012252808,79.84500819952062
25.24807295714062,55.30867874622345,31.397720414255197
25.24751012935286,55.31386613845825,81.96761339241927
25.248761932434917,55.313259959220886,55.08364374456104
25.252827777490975,55.30785799026489,88.54465639483604
25.24875708050986,55.31207978725433,158.76746879645265
25.248247627303257,55.30697822570801,132.47389273242706
25.24711226675751,55.30646860599518,159.33132544408855
25.2536671295116,55.30691921710968,16.870796245311194
25.248936601606985,55.31309902667999,55.405775114063
25.24723356646733,55.29967188835144,79.82628379217766
25.2421679875265,55.30124366283417,52.61909164911535
25.2511830188524,55.30619502067566,123.17504135706832
