id,lat,lon,gvi,svf,shade_score,green_score,comfort_index
837392000193013,25.244171924747377,55.30113637447357,0.0263841417100694,0.0361701117621527,0.9638298882378473,0.0263841417100694,4951.070149739584
761714934437915,25.249591608765684,55.30913472175598,0.1615778605143229,0.3740959167480469,0.6259040832519531,0.1615778605143229,3937.40971883138
638456158669956,25.25449677234076,55.30394196510315,0.0010770161946614,0.1545867919921875,0.8454132080078125,0.0010770161946614,4232.451121012369
583545082545273,25.239960221823665,55.300047397613525,6.612141927083333e-05,0.26605224609375,0.73394775390625,6.612141927083333e-05,3670.069376627604
473744357286040,25.25006224135865,55.31111419200897,,0.164947509765625,0.835052490234375,0.0,4175.262451171875
306517491148748,25.24831070257804,55.31382858753204,0.0038045247395833,0.6235313415527344,0.3764686584472656,0.0038045247395833,1901.3659159342446
540977857068111,25.245365537508988,55.30920445919037,0.0233815511067708,0.4010348849826389,0.5989651150173612,0.0233815511067708,3111.7333306206597
849295078990339,25.25390001228135,55.30633985996246,1.9073486328125e-05,0.4008115132649739,0.5991884867350261,1.9073486328125e-05,2996.037801106771
1756627557860561,25.246268017422736,55.29910862445831,0.0260670979817708,0.493017832438151,0.506982167561849,0.0260670979817708,2665.2463277180987
5362462780490286,25.251629386230434,55.30996084213257,0.0208621554904513,0.4089575873480903,0.5910424126519097,0.0208621554904513,3059.522840711805
156833656386336,25.247020078897062,55.30359864234924,,0.1744469536675347,0.8255530463324653,0.0,4127.765231662327
1185307381905717,25.24884441513079,55.31323850154877,0.0037604437934027,0.4226413302951389,0.5773586697048612,0.0037604437934027,2905.5955674913193
533338921405856,25.239727312333983,55.29992938041687,,0.1660274929470486,0.8339725070529513,0.0,4169.862535264757
506111924085142,25.246335945747138,55.311795473098755,0.043853759765625,0.2415195041232639,0.7584804958767362,0.043853759765625,4011.6712782118057
311959897055306,25.25280837043924,55.3078418970108,0.0060340033637152,0.4833797878689236,0.5166202121310763,0.0060340033637152,2613.271077473958
306203954412270,25.24143045267591,55.303019285202026,0.0029534233940972,0.2531483968098958,0.7468516031901042,0.0029534233940972,3749.025132921007
169962798269770,25.24494340750651,55.31057238578797,,0.0637257893880208,0.9362742106119792,0.0,4681.371053059896
3824446691177349,25.252493005413925,55.309038162231445,0.0033467610677083,0.2911020914713542,0.7088979085286458,0.0033467610677083,3561.2233479817705
1106366963108910,25.23929060583781,55.296785831451416,0.0053219265407986,0.5101453993055556,0.4898546006944444,0.0053219265407986,2475.882636176215
329061841898857,25.242856996303516,55.29987037181854,0.000883314344618,0.2414008246527778,0.7585991753472222,0.000883314344618,3797.4124484592003
301764989538617,25.246006007815737,55.30175864696503,0.0021629333496093,0.1796620686848958,0.8203379313151042,0.0021629333496093,4112.504323323567
327204822078890,25.25175068143021,55.30944585800171,0.0190395779079861,0.4620463053385417,0.5379536946614583,0.0190395779079861,2784.9663628472217
287970566206831,25.246869666974604,55.304017066955566,0.0212029351128472,0.3003404405381944,0.6996595594618056,0.0212029351128472,3604.3124728732637
1111041660937451,25.246801738948577,55.29995620250702,0.0005455017089843,0.1122817993164062,0.8877182006835938,0.0005455017089843,4441.31851196289
780533219266081,25.23987773309709,55.30248284339905,0.0042877197265625,0.2084876166449653,0.7915123833550347,0.0042877197265625,3979.000515407986
369237941188600,25.241799220660695,55.30388832092285,0.0021921793619791,0.3360697428385417,0.6639302571614583,0.0021921793619791,3330.6121826171866
831564071078783,25.24323546425117,55.29764950275421,0.0073013305664062,0.2822138468424479,0.7177861531575521,0.0073013305664062,3625.437418619792
1018576608678005,25.23950895928203,55.299789905548096,,0.0865139431423611,0.9134860568576388,0.0,4567.430284288194
1180310419077583,25.24531701689365,55.30765414237976,0.2506442599826389,0.3271365695529514,0.6728634304470487,0.2506442599826389,4617.5384521484375
378116210201854,25.251338277256863,55.31091034412384,0.0174102783203125,0.4380302429199219,0.5619697570800781,0.0174102783203125,2896.900177001953
474907750284282,25.24855329948359,55.313512086868286,0.0011100769042968,0.5339304606119791,0.46606953938802087,0.0011100769042968,2335.8980814615884
409587090031538,25.239251787406644,55.296812653541565,0.0038859049479166,0.6382916768391927,0.36170832316080725,0.0038859049479166,1827.9711405436192
898699392733069,25.245574175934195,55.29899060726166,0.0271924336751302,0.1724777221679687,0.8275222778320312,0.0271924336751302,4273.573557535807
2907069669509469,25.23970790318968,55.29873847961426,,0.1637505425347222,0.8362494574652778,0.0,4181.24728732639
312598703582148,25.24013975591734,55.299805998802185,,0.2628139919704861,0.7371860080295138,0.0,3685.9300401475693
428370086795228,25.251474128198012,55.309284925460815,0.015716552734375,0.199981689453125,0.800018310546875,0.015716552734375,4078.67431640625
1135460023584192,25.253177103892085,55.30800819396973,0.0206782023111979,0.6141204833984375,0.3858795166015625,0.0206782023111979,2032.788594563802
2915782215348397,25.246641622736988,55.30646324157715,0.0044928656684027,0.1376512315538194,0.8623487684461806,0.0044928656684027,4334.208170572916
523225462168244,25.2520903073452,55.30538499355316,0.3766954210069444,0.1091325547960069,0.8908674452039931,0.3766954210069444,6337.8143310546875
925660545294306,25.242658057550727,55.297064781188965,0.00640869140625,0.2705548604329427,0.7294451395670574,0.00640869140625,3679.2691548665366
341606264048663,25.23918870742959,55.30227899551392,0.0054846869574652,0.036407470703125,0.963592529296875,0.0054846869574652,4845.386081271701
500414827777953,25.24530246070526,55.303571820259094,0.0410792032877604,0.5086758931477865,0.4913241068522135,0.0410792032877604,2662.0165506998696
165467745414493,25.238921830241296,55.30221462249756,0.0292782253689236,0.2404564751519097,0.7595435248480903,0.0292782253689236,3944.10875108507
