length,betweenness,closeness,pci,lst,shade,priority,mid_lat,mid_lon
9.299,0,0.0004979881161130452,0.3556720806244018,51.20129368833336,0.7126007472536692,,25.25206395,55.31004085
15.349,0,0.0004987512295436757,0.3556720806244018,51.20129368833336,0.7126007472536692,,25.2520208,55.30997395
20.896,0,0.0004994713138182152,0.3556720806244018,51.20129368833336,0.7126007472536692,,25.252128710276853,55.309908885763846
43.091,0,0.0004938505445695174,0.3556720806244018,51.20129368833336,0.7126007472536692,,25.252263831212527,55.31008430609616
94.80499999999999,0,0.00039907273162572175,,,,,25.230879005441707,55.29315204803602
26.792,0,0.0003955743720458611,,,,,25.23031946473302,55.29030712896245
18.707,0,0.00043194510464751416,,,,,25.232515749999997,55.291018300000005
39.204,0,0.00043683864754268293,,,,,25.232752584074056,55.29113156885865
554.647,0,0.00048766346118222245,,,,,25.23476986886712,55.29238383290421
67.208,0,0.000366717726451239,,,,,25.23283647226018,55.309676124374555
45.94499999999999,0,0.00045495389206306666,,,,,25.234338119073378,55.3047136928733
482.9960000000002,0,0.00045495389206306666,,,,,25.23358488397996,55.304953145123626
112.29299999999999,0,0.00047106417143899173,,,,,25.234681932929508,55.30437207140664
632.1279999999999,0,0.0004884194435670344,,,,,25.23936028110468,55.306861999679626
220.577,0,0.00045161788371732227,,,,,25.234246173512265,55.305988479709434
13.796,0,0.0004756099922152969,,,,,25.2347555,55.30496915
143.822,0,0.0004946979609777864,0.4576298496663379,50.34007636454548,0.8679768605197192,,25.23509805587008,55.30443265232561
43.00600000000001,0,0.00047237990795992826,,,,,25.234931480499096,55.304936326323464
75.688,0,0.0005044850232831295,0.2873467585538141,51.74583305000001,0.6182243829199432,,25.25172525,55.3096388
85.73700000000002,0,0.0005045132139441081,0.3206834566028532,51.84522371000002,0.72106201171875,,25.251781368436617,55.309545548178406
144.103,0,0.0005218948699427135,0.3768034599575325,50.182986736896574,0.5473444708462419,,25.25077948043477,55.309322338597426
350.49,0,0.000567825708974095,0.4194349882729782,49.433291195000024,0.5916114218349432,,25.236728945510237,55.30498759569947
174.592,0,0.0006490832348378862,0.3783752235566007,50.50455563,0.6663763258192275,,25.23901787626329,55.30563400179125
126.60000000000001,0,0.0006311246737698,0.3783752235566007,50.50455563,0.6663763258192275,,25.238764936440404,55.305692994282666
20.834,0,0.0004902928986804385,0.3419908723931764,50.478839098571456,0.5710338915466632,,25.252489599999997,55.3100774
11.804,0,0.00048812443911367147,0.3419908723931764,50.478839098571456,0.5710338915466632,,25.2524906,55.31019205
14.059,0,0.0004891101744878799,0.3419908723931764,50.478839098571456,0.5710338915466632,,25.25240465,55.3102229
11.516,0,0.0005002702551602366,0.3556720806244018,51.20129368833336,0.7126007472536692,,25.25219225,55.309764
14.747,0,0.0005009295939518625,0.3556720806244018,51.20129368833336,0.7126007472536692,,25.252108999999997,55.30978695
44.28699999999999,0,0.0004959136679291362,0.3419908723931764,50.478839098571456,0.5710338915466632,,25.25235334727666,55.30990164915798
3.669,0,0.0006464530704636613,0.5242481251451466,47.98046179400001,0.6010246276855469,,25.24004775,55.295240799999995
11.73,0,0.0006479898177462961,0.5242481251451466,47.98046179400001,0.6010246276855469,,25.240087,55.29528105
43.238,0,0.0006509620687227321,0.5242481251451466,47.98046179400001,0.6010246276855469,,25.239938418238705,55.29544020999728
85.031,0,0.000638691735028464,,,,,25.239696414548355,55.29507027578398
18.521,0,0.0006541734708688211,0.44755910510336,48.58989475999999,0.5198114183213977,,25.239794449999998,55.29570275
14.261,0,0.0006564252018485124,0.5242481251451466,47.98046179400001,0.6010246276855469,,25.23989445,55.2956568
84.1,0,0.0006463768081531897,0.44755910510336,48.58989475999999,0.5198114183213977,,25.239506495464013,55.295420779183104
17.845,0,0.0004369974207135331,,,,,25.25148385,55.29007970000001
23.548000000000002,0,0.00043961014976534845,,,,,25.251373278226122,55.29011827004944
12.068,0,0.0004413972326830185,,,,,25.251362200000003,55.2902617
11.57,0,0.00044185742588710817,,,,,25.251284300000002,55.29018175
11.453,0,0.0004428885869280643,,,,,25.25129665,55.290270050000004
11.543,0,0.0006994008866400038,0.4208207054892648,50.66784815610171,0.8177822242348881,,25.2470481,55.29953835
28.82,0,0.0007036303839952541,0.4208207054892648,50.66784815610171,0.8177822242348881,,25.24693695,55.2996376
13.361,0,0.0007012452210382638,0.4208207054892648,50.66784815610171,0.8177822242348881,,25.24694735,55.2994843
10.272,0,0.0006989649925551247,0.4208207054892648,50.66784815610171,0.8177822242348881,,25.247025299999997,55.2994696
11.863,0,0.0007066676729890488,0.4458408772214919,49.907724578214314,0.7689490999494281,,25.24684595,55.29981305
13.981,0,0.0007072895230265843,0.4458408772214919,49.907724578214314,0.7689490999494281,,25.2468184,55.2997265
10.607,0,0.0007056316431151122,0.4458408772214919,49.907724578214314,0.7689490999494281,,25.24691355,55.299788750000005
12.361,0,0.0006822817876205756,0.3429188094804691,50.897933606585376,0.5654169317775061,,25.244403700000003,55.30730655
10.905,0,0.000681744783640588,0.3429188094804691,50.897933606585376,0.5654169317775061,,25.244504050000003,55.30733925
8.761,0,0.000682951709169571,0.3429188094804691,50.897933606585376,0.5654169317775061,,25.244469199999997,55.30728214999999
7.852,0,0.0006829618664960912,0.3429188094804691,50.897933606585376,0.5654169317775061,,25.24436085,55.30725225000001
106.499,0,0.0006755590180930508,0.3444601168516125,50.54763407540002,0.5360835990130618,,25.243888746237715,55.30714836230409
10.857,0,0.0007077308040378,0.3741875221353241,50.50863233093751,0.6498690048853556,,25.2467227,55.299662850000004
27.716,0,0.000704904360069594,0.3741875221353241,50.50863233093751,0.6498690048853556,,25.2468288,55.2995732
12.756,0,0.0007079747089329502,0.4458408772214919,49.907724578214314,0.7689490999494281,,25.2467346,55.299745349999995
10.528,0,0.0007001919735262123,0.4208207054892648,50.66784815610171,0.8177822242348881,,25.24691755,55.29941035
12.343,0,0.000701898537610684,0.3741875221353241,50.50863233093751,0.6498690048853556,,25.246843357310183,55.29942853634729
14.788,0,0.0004430561707644596,,,,,25.251212199999998,55.29020595000001
17.65,0,0.0004402822720461809,,,,,25.25118785,55.2900831
85.326,0,0.0004153358529006198,,,,,25.23138005,55.29096845
184.482,0,0.00039457244934400064,0.4355568533907925,49.592912729000005,0.6839751466480709,,25.251358042718568,55.31143284500426
19.845,0,0.0005564358009456137,,,,,25.24045312020212,55.29320309476453
189.94,0,0.0005316291085662758,,,,,25.240984851861246,55.292370505071915
203.333,0,0.0005919227540368285,,,,,25.239969812994396,55.29396830887113
25.338,0,0.00046813755438802093,,,,,25.241738749999996,55.29022915
4.628,0,0.0004648634454999565,,,,,25.2416215,55.29015575
80.952,0,0.0004850124832391857,,,,,25.2397306,55.29141575
79.165,0,0.0005032718596609709,,,,,25.239874649999997,55.29194645
26.115,0,0.0004903746951304342,,,,,25.24011025,55.291492500000004
39.87,0,0.0004646264018575381,,,,,25.238853900000002,55.29089885
27.174,0,0.00047018239539673275,,,,,25.2391199,55.2910557
71.956,0,0.00047630474636624527,,,,,25.238846279478892,55.29129983315906
81.023,0,0.0005038331418601316,,,,,25.239377349999998,55.29209555
69.998,0,0.0005219537732412946,,,,,25.239974056817612,55.292451290714375
29.277,0,0.0004695111069918306,,,,,25.2405652,55.29061565
48.968,0,0.0004631204770486899,,,,,25.24074035,55.2902783
78.961,0,0.0004766892543939858,,,,,25.240937055861195,55.29069077620172
22.896,0,0.00047429245156894073,,,,,25.23931855,55.29117284999999
184.103,0,0.00047134590864710257,,,,,25.239788253860766,55.29064495220144
73.975,0,0.0004789611860215664,,,,,25.2403342,55.2910609
48.309,0,0.00045621865509087883,,,,,25.2374936,55.29097945000001
23.822,0,0.0004498611330270928,,,,,25.237210449999996,55.29080465
56.828,0,0.0004422467492152885,,,,,25.236890000000002,55.29061695
62.074999999999996,0,0.0007031148433167934,0.447047397803831,49.25968426250002,0.7337698406643338,,25.243554737745622,55.29746140493097
65.77,0,0.0007048558071637435,0.447047397803831,49.25968426250002,0.7337698406643338,,25.243498591674438,55.297510664609156
111.328,0,0.0006961280125094597,0.5536878167659751,48.68698789062502,0.8791789213816326,,25.24420955750532,55.29790814090881
79.388,0,0.0005533721733648074,,,,,25.2474974,55.29413480000001
37.101,0,0.0005566902602548612,,,,,25.247101250000004,55.294097050000005
78.577,0,0.0005455333709730824,,,,,25.2473629,55.29360005
79.171,0,0.0005553747998533117,,,,,25.248115049999996,55.29452855
4.138,0,0.0005579353163789127,,,,,25.24841345,55.294744449999996
151.051,0,0.0005466499688046812,,,,,25.248521741548736,55.29412133255148
17.72,0,0.00039756513915281184,,,,,25.253857,55.292669149999995
9.753,0,0.0003980594072530307,,,,,25.2539463,55.29276350000001
22.98,0,0.0003965765232712233,,,,,25.25398991965266,55.29265006603618
80.849,0,0.00038919365138610545,,,,,25.2543049,55.29227229999999
39.774,0,0.000380202919544632,,,,,25.2546841,55.2921255
17.602,0,0.0004484612988518574,,,,,25.251132400000003,55.290757299999996
97.797,0,0.00045621876869947174,,,,,25.25100755,55.291155
26.48,0,0.0004451521007126694,,,,,25.251292086628,55.29064050963824
6.011,0,0.000447290294139558,,,,,25.2543898,55.2978138
8.983,0,0.00044656284629148574,,,,,25.2544388,55.29780784999999
10.708,0,0.0004466495097625654,,,,,25.254426000000002,55.297740950000005
4.143,0,0.0004476982531011475,,,,,25.2543862,55.29777824999999
31.662,0,0.000412912265978964,,,,,25.2543061,55.29362415
25.229,0,0.00041001888121856205,,,,,25.25445665,55.29357435
18.981,0,0.00040889286825531075,,,,,25.25431535,55.29341975
42.1,0,0.0004361029273922271,,,,,25.253738,55.29480425
7.057,0,0.00043164222245607633,,,,,25.25384615,55.29459115
41.19,0,0.00042865794755016576,,,,,25.25399867237428,55.29471087155908
45.673,0,0.000588787673216418,0.519790429238656,48.68857151130437,0.7565889957446407,,25.250402649999995,55.30152055
23.76,0,0.0005819496883744399,0.519790429238656,48.68857151130437,0.7565889957446407,,25.250678150000002,55.30168295
55.22299999999999,0,0.0005810516948631718,0.519790429238656,48.68857151130437,0.7565889957446407,,25.250530969052438,55.301376623534
44.67,0,0.000597162609304557,0.5965487342905224,47.63541267500001,0.7829592871287513,,25.250044250000006,55.3013091
35.63,0,0.0005884583650455626,0.519790429238656,48.68857151130437,0.7565889957446407,,25.250362130888625,55.30134209547674
11.422,0,0.0005090608086357278,,,,,25.25204815,55.2981791
11.234,0,0.0005072497787391841,,,,,25.2521181,55.29816035
7.907,0,0.000507973925891795,,,,,25.2521227,55.2982285
16.532,0,0.0005097725957853825,,,,,25.252055158888744,55.298279577121626
91.847,0,0.0004593693237250359,,,,,25.25412955,55.29943165
2.678,0,0.00046911944557181885,,,,,25.2537662,55.2991878
10.517,0,0.0004678795740516957,,,,,25.253817734188345,55.299169245686606
26.074,0,0.0005182003978491418,0.6491747307954154,47.61661356500001,0.6949314541286893,,25.252625700000003,55.3057528
13.453999999999999,0,0.0005157231790176001,0.6491747307954154,47.61661356500001,0.6949314541286893,,25.25278697700123,55.305833832595496
13.214,0,0.0005159324347141154,0.6491747307954154,47.61661356500001,0.6949314541286893,,25.252773229041093,55.3058574117022
19.833,0,0.000516290539583171,,,,,25.25347995,55.304339
108.09,0,0.0005111552239305912,,,,,25.25400408739575,55.30459176814255
90.431,0,0.0005138490866706928,,,,,25.25356872917769,55.304769167011926
57.096,0,0.000574464798293306,,,,,25.25100426623015,55.30311567796143
49.431000000000004,0,0.0005693278289155843,,,,,25.251384487438468,55.30306366904219
54.779,0,0.0005807788236931948,,,,,25.250981807012984,55.3028070306321
33.153,0,0.0005747577375810061,,,,,25.25081572567349,55.30349827531854
33.224000000000004,0,0.0005755634360798964,,,,,25.25078261249272,55.30348001972903
27.419,0,0.0005814402518942235,,,,,25.250593902003935,55.303555580948654
28.499,0,0.00058897664562879,,,,,25.25036453427404,55.3034434809968
28.506,0,0.0005890306101753635,,,,,25.250380799181734,55.30341111216407
72.624,0,0.0005873443663505994,,,,,25.249211,55.30628715000001
32.768,0,0.0005999690727304561,,,,,25.248752083042223,55.30616062985524
32.865,0,0.0006004068013069897,,,,,25.248763541122525,55.30612022130256
