id,captured_at,compass_angle,creator_id,is_pano,sequence_id,lon,lat,organization_id,svf,gvi,svf_percent,gvi_percent,lst,ndvi,ndbi,lst_norm,gvi_norm,ndvi_norm,svf_norm,priority_score,priority_level,shade,temp_comfort,veg_comfort,pci,comfort_level,seg_lat,seg_lon,segment_id
911288366668977,1676372209102,211.28690910339355,106609934906640,False,bA3hLdalrkNnqY5w48iv6o,55.303276777267456,25.25334206323224,,0.089300791422526,0.0532938639322916,8.9300791422526,5.32938639322916,50.17072901,0.1180763840675354,0.0907654240727424,0.5826861580630422,0.9179855340819868,0.7248356974892636,0.1217629382766997,0.6258024269850713,High,0.910699208577474,0.41731384193695775,0.08201446591801333,0.5061738762564023,Comfortable,25.2535,55.3035,25.2535_55.3035
1909255642545698,1613727533500,298.47579021229,104723918435539,False,l890jopinugy0dw9uav6hd,55.30474662780762,25.254661729888696,,0.6261940002441406,0.0008201599121093,62.61940002441406,0.0820159912109299,50.21345426000005,0.0118531910702586,0.1147141680121421,0.5883965280950265,0.9987383293014336,0.9075108838301088,0.8538872483826613,0.7946284575867899,Critical,0.3738059997558594,0.4116034719049735,0.0012616706985662568,0.29578890635118177,Uncomfortable,25.2545,55.304500000000004,25.2545_55.304500000000004
514393566610324,1496322058000,276.85646861788,111480967750226,False,tkHOFVEVKOB2fnxkHrZRUg,55.30469298362732,25.24518601113543,1805883732926354.0,0.4419369167751736,0.014494154188368,44.19369167751736,1.4494154188368,49.39825649000002,0.0958127751946449,0.0112075535580515,0.4794426678848813,0.9776951557683072,0.7631230882625688,0.602628547582676,0.6792197558859446,High,0.5580630832248263,0.5205573321151187,0.022304844231692687,0.40912122303265985,Moderate,25.245,55.304500000000004,25.245_55.304500000000004
1793443721364375,1767256075985,63.0,106609934906640,False,kO0Qw2TH5RNugaBDP8snoW,55.30339479446411,25.253002440817113,,0.1978836059570312,0.005957285563151,19.78836059570312,0.5957285563151,50.03742623000002,0.0286348983645439,0.1765567809343338,0.5648698035632733,0.9908327075531466,0.878650882350209,0.2698298478114991,0.6898607519553628,High,0.8021163940429688,0.4351301964367267,0.009167292446853466,0.45708463960144313,Comfortable,25.253,55.3035,25.253_55.3035
1175814037602280,1767255972915,59.0,106609934906640,False,kO0Qw2TH5RNugaBDP8snoW,55.29939293861389,25.24625346134829,,0.1661643981933593,,16.61643981933593,0.0,50.13483980000001,0.0360655225813388,0.1702126711606979,0.5778894472361815,,0.8658722167393325,0.226576547677465,,,0.8338356018066407,0.4221105527638185,,,,25.2465,55.2995,25.2465_55.2995
176370437719978,1496292173000,72.728933155365,111480967750226,False,JLhia0sxlvAfmlq8LgiWrg,55.29967725276947,25.24723356646733,1805883732926354.0,0.1361185709635416,0.0008138020833333,13.61185709635416,0.08138020833333,50.29206872000003,0.0083666360005736,0.0562987513840198,0.5989036089538639,0.9987481134867656,0.9135068163479596,0.1856051213849378,0.6997906034305695,High,0.8638814290364584,0.40109639104613615,0.0012518865132342823,0.4631100282095234,Comfortable,25.247,55.2995,25.247_55.2995
946283113797056,1713713389573,149.35345268249512,106609934906640,False,IuTGVnNOCcFzf475tRjAqS,55.30500948429108,25.25440944178348,,0.1999753316243489,0.0034828186035156,19.99753316243489,0.34828186035156,49.875070280000045,0.0174665283411741,0.1894870400428772,0.5431703974417597,0.994640712484376,0.8978574606649363,0.2726821901133827,0.6864021577477926,High,0.8000246683756511,0.45682960255824034,0.005359287515624082,0.46408029683368,Comfortable,25.2545,55.305,25.2545_55.305
437405799036142,1716707800706,205.702,104723918435539,False,IzD18e9xfdctWqKYyuioEX,55.30328750610352,25.248669745826163,,0.1793022155761718,0.0793266296386718,17.93022155761718,7.93266296386718,48.743705660000046,0.1816920936107635,0.1017732098698616,0.3919597989949803,0.8779232088214216,0.6154338684996925,0.2444916848586572,0.5360252482320846,Medium,0.8206977844238282,0.6080402010050197,0.1220767911785784,0.5609795027449924,Comfortable,25.2485,55.3035,25.2485_55.3035
534079337595125,1496322371000,150.02509378945,111480967750226,False,tkHOFVEVKOB2fnxkHrZRUg,55.30382931232453,25.246437838162535,1805883732926354.0,0.2483317057291666,,24.83317057291666,0.0,50.10578663000001,0.0289342068135738,0.157198816537857,0.5740063956144368,,0.878136152702595,0.3386224487141918,,,0.7516682942708334,0.4259936043855632,,,,25.2465,55.304,25.2465_55.304
242166771466270,1676372194166,209.34350275993347,106609934906640,False,bA3hLdalrkNnqY5w48iv6o,55.304306745529175,25.255064419432372,,0.2544720967610677,0.002423604329427,25.44720967610677,0.2423604329427,51.79087049000003,0.022373653948307,0.0699324756860733,0.7992233896756549,0.9962707577606936,0.8894185307157687,0.3469956772709066,0.798690103044225,Critical,0.7455279032389324,0.20077661032434513,0.0037292422393063692,0.3421777208231909,Moderate,25.255,55.304500000000004,25.255_55.304500000000004
