segment_id,lat,lon,pci_mean,pci_std,point_count,lst_mean,gvi_mean,svf_mean,shade_mean,rank
25.2465_55.313,25.246606849970487,55.31291484832764,0.44711391082837726,0.047598241837661016,6,49.74319167500001,0.0008705986870659333,0.259841071234809,0.740158928765191,173
25.2435_55.2975,25.243431167248428,55.29767498373985,0.44704739780383107,0.04484823085488686,8,49.25968426250002,0.0029850006103515126,0.2662301593356662,0.7337698406643338,174
25.2465_55.310500000000005,25.246445829702452,55.310439853107226,0.4462910274674729,0.03759743943720379,13,50.27618498000003,0.010190654004740885,0.1426900227864583,0.8573099772135417,175
25.247_55.300000000000004,25.246859443064377,55.29993551118033,0.44584087722149196,0.03292149026382312,26,49.907724578214314,0.010352354783278197,0.23105090005057197,0.7689490999494281,176
25.2455_55.3095,25.245346776189592,55.30944621562958,0.44575404485520204,0.023793326177456883,15,49.32613626800002,0.02463240446867761,0.3618748135036892,0.6381251864963108,177
25.2535_55.3065,25.25364079152807,55.30656261103494,0.44566303065373525,0.028300744761807904,18,49.759101744285715,0.0030564908628110056,0.27095092289031497,0.729049077109685,178
25.2495_55.304,25.249620720088775,55.30383516441692,0.4446121202855872,0.005712608950019097,11,50.44929764000001,0.11992506547407666,0.2759072274872751,0.7240927725127249,179
25.242_55.2965,25.24185744706814,55.29666781425476,0.4432384614032089,0.021572149054964948,4,49.11114280999999,0.011896133422851524,0.39219315846761066,0.6078068415323894,180
25.2515_55.311,25.251418487088333,55.31092917665522,0.44244566416632697,0.05477107696336143,47,49.67366163340426,0.022226509473002514,0.3086623514234033,0.6913376485765966,181
25.247500000000002_55.305,25.247585521549425,55.304985963381256,0.44217239172581363,0.02818563756352004,12,50.45955170000001,0.003954569498697883,0.14212244800013352,0.8578775519998665,182
25.2435_55.304500000000004,25.2434162425208,55.304389070756365,0.4417717314064708,0.059464031757481585,101,49.996240781089114,0.07007636646232979,0.30747391603173985,0.6925260839682601,183
25.2425_55.297000000000004,25.242458096893806,55.29709357964365,0.44047773893088554,0.0279789817804389,19,49.46005069368422,0.007703279194078901,0.3352129082930715,0.6647870917069284,184
25.2465_55.300000000000004,25.246670936937885,55.300012081861496,0.4390086767725954,0.02097768118593424,22,49.61287966250003,0.011139956387606474,0.2889833450317382,0.7110166549682617,185
25.2455_55.3035,25.24549965466823,55.303521791230075,0.4387582247847464,0.044465948916351215,88,49.94032845532611,0.042256350469107536,0.2870181724069199,0.7129818275930802,186
25.243000000000002_55.2975,25.24301848209167,55.29743995517492,0.4382925888403612,0.042256945643219246,31,49.54704717312501,0.0060228737451696445,0.3193703889846801,0.6806296110153198,187
25.2405_55.299,25.2405970814074,55.29898479580879,0.4382788374061962,0.02676169786015638,7,49.83234503,0.0055348229786705725,0.233359866672092,0.766640133327908,188
25.244500000000002_55.306000000000004,25.244691445790895,55.306019144398824,0.4375974230569207,0.023619734034549457,14,49.74518552000002,0.016042981828962008,0.3033646174839565,0.6966353825160435,189
25.245_55.3055,25.244830839252153,55.305490136146545,0.4370940142664684,0.011021153623079628,20,49.294861385000026,0.009654808044433555,0.3755553563435872,0.6244446436564128,190
25.25_55.3125,25.249866710656022,55.31236374378204,0.436208040712504,0.04039837790482094,28,49.65905141600001,0.012511147393120618,0.3200143884729456,0.6799856115270545,191
25.2405_55.2995,25.240346462392928,55.29942083358765,0.43593755603231704,0.01891641122985874,6,50.20149119000003,0.004616348831741882,0.21345231797960068,0.7865476820203993,192
25.251_55.311,25.251125928970932,55.311138689517975,0.43555685339079253,0.05999228594813589,27,49.592912729000005,0.014339310782296262,0.31602485335192915,0.6839751466480709,193
25.2425_55.301,25.24233869620148,55.30091838403182,0.43453354013740686,0.033986291171089554,9,50.169175364545474,0.0032627435378086,0.24305123993844696,0.7569487600615531,194
25.2525_55.3085,25.25269563823375,55.30861847540911,0.4342082798920292,0.02940284244792865,14,49.53809372000004,0.01842244466145829,0.35564898821263524,0.6443510117873648,195
25.240000000000002_55.300000000000004,25.239902551276263,55.30004124172398,0.4337496935211473,0.03315495538727584,30,49.64889261229509,0.003926595052083306,0.3158060987573287,0.6841939012426713,196
25.2485_55.3085,25.248464578303096,55.308665718351094,0.43369303641656726,0.0528843540429656,28,50.34584149892861,0.1260198260110522,0.33167183588421534,0.6683281641157847,197
25.237000000000002_55.304,25.23698732798531,55.30396225235679,0.4334522196233926,0.027985470074892015,38,50.08040006327275,0.0027571449502866462,0.20411903304283063,0.7958809669571694,198
25.247_55.313,25.24686697139565,55.31316041946411,0.43220516009561594,0.0391623558919399,8,49.67967347,0.0003773371378580271,0.2892747101960358,0.7107252898039642,199
25.242_55.307,25.242192248457297,55.30677080154419,0.4312305434380093,0.08502286560749822,3,49.861398200000025,0.03987154566875737,0.32767792836546744,0.6723220716345325,200
25.2535_55.303000000000004,25.253311739835773,55.30322581529617,0.4311643456536767,0.031437586639665574,4,49.91095948999998,0.04120106167263453,0.3207688861423068,0.6792311138576932,201
25.251_55.3115,25.250864215948422,55.31140469587766,0.4310727210390988,0.04382644023924424,62,49.6584992743077,0.015123866364947313,0.32832211225460733,0.6716778877453926,202
25.244_55.3005,25.244005874619116,55.30047833919525,0.430875429924065,0.014541874280830373,14,50.22446788,0.00300961449032734,0.2363465862509645,0.7636534137490355,203
25.2465_55.3035,25.24643340799819,55.30355339464934,0.4308477347083596,0.061454651418434425,20,50.56342978608698,0.02578269110785585,0.20867617694652021,0.7913238230534797,204
25.2455_55.299,25.245548945179195,55.298894906044005,0.43042024069762824,0.04024225234323634,25,49.70485288400002,0.018040240459332776,0.3330320602645493,0.6669679397354507,205
25.247500000000002_55.300000000000004,25.2475397263223,55.29999214410782,0.4298645190266763,0.05270240046930713,10,50.29873385900002,0.023230616251627558,0.23775736490885416,0.7622426350911459,206
25.247_55.306000000000004,25.247204454543652,55.306081026792526,0.4292008946038913,0.030070331882979865,4,50.32753067750003,0.03241560194227425,0.24477640787760419,0.7552235921223958,207
25.2535_55.307,25.253521682953398,55.30699548513993,0.42773596621236903,0.047959516210454634,34,49.97961710913046,0.05394475600298709,0.3286485165213617,0.6713514834786383,208
25.242_55.301500000000004,25.242019302499823,55.30151878084455,0.42751977657149465,0.05109635061047533,12,49.96894375785716,0.0425547847041377,0.33582838754805305,0.6641716124519469,209
25.244500000000002_55.3005,25.24435630471038,55.300644636154175,0.4274238361355658,0.014414137332019718,7,50.11167322000003,0.003801618303571386,0.24968163761091822,0.7503183623890819,210
25.239_55.302,25.238993199717527,55.302187129855156,0.4274057661059758,0.024590183398099194,17,50.04411985250002,0.0034112867966196547,0.26077319957591866,0.7392268004240813,211
25.2505_55.304500000000004,25.250493702209646,55.30445524832098,0.4271523086896636,0.021653769688623852,41,50.79981142268294,0.09824545015164504,0.2414250567676575,0.7585749432323425,212
25.2425_55.2975,25.24264253058876,55.29729223251343,0.427127022821615,0.025730833683898273,5,49.54318053800002,0.01000366210937496,0.3615292867024739,0.638470713297526,213
25.244_55.301,25.244201037385242,55.30111062526703,0.4264575036615156,0.0455921748968162,5,51.15853679,0.01807691786024302,0.09333190917968745,0.9066680908203125,214
25.247500000000002_55.304,25.247484945218368,55.30409267970494,0.425797804232401,0.0374503285972659,39,50.226556670000015,0.03767955812633544,0.2718289087689112,0.7281710912310888,215
25.236_55.305,25.236094628988145,55.30476233788899,0.4255067627632578,0.05652061836277505,14,49.27996858357144,0.020008499350956242,0.42261497717143415,0.5773850228285659,216
25.241500000000002_55.303000000000004,25.241515586948776,55.30299465764653,0.42497287873287043,0.03887577173440653,18,50.220057253181835,0.0018935968846450222,0.23926837034899776,0.7607316296510022,217
25.253_55.3085,25.25290839132079,55.308444224871124,0.42394764732892837,0.040102741928433404,34,49.50114765615386,0.04121720557119328,0.3932584778875367,0.6067415221124632,218
25.2505_55.3115,25.250606596588995,55.31160287740754,0.4239149620745011,0.03712985269584717,38,49.949099591219515,0.010848396702816565,0.29004064420374426,0.7099593557962557,219
25.2395_55.3025,25.239509262460846,55.30238024890423,0.42344867622095406,0.044488262796882914,14,50.76418273250003,0.007561456589471678,0.14068624708387584,0.8593137529161242,220
25.242_55.3055,25.24201325645693,55.30556857585907,0.4227554027337645,0.057044341924784865,9,49.97552209000003,0.06224060058593745,0.35677125718858504,0.643228742811415,221
25.249_55.3135,25.24887992398997,55.313284595807396,0.4221629555462006,0.026549369838459413,134,50.28171338533338,0.009319817841942584,0.24876823268309542,0.7512317673169046,222
25.247500000000002_55.307,25.247557132792537,55.30679751187563,0.4216666061863393,0.037034958382116984,16,49.98337878875002,0.02646160125732417,0.3191958533393012,0.6808041466606988,223
25.2375_55.302,25.237426560560344,55.302104032956635,0.4214258492840931,0.02959578562550212,39,50.38133162692309,0.0948173544685385,0.3262928367679954,0.6737071632320045,224
25.2485_55.31,25.2486763101953,55.3099848242367,0.42130428966041084,0.03162101057675272,13,50.41139783000001,0.005195813301282021,0.22010942845562703,0.779890571544373,225
25.251_55.3065,25.25113421515718,55.306498268071344,0.42097336032156185,0.01743501868024797,17,50.33549768000001,0.005790112065333895,0.23764015646541814,0.7623598435345817,226
25.247_55.2995,25.247167776729803,55.299652703737806,0.42082070548926487,0.03163773783788262,109,50.66784815610171,0.004701577438370001,0.18221777576511186,0.8177822242348881,227
25.247500000000002_55.304500000000004,25.247704901329445,55.30448147228786,0.419962085459364,0.034969930985399814,14,50.23200922571429,0.007044474283854129,0.25978161039806547,0.7402183896019345,228
25.2495_55.3035,25.249373812521977,55.3036904335022,0.41952558993333544,0.006217633283437519,9,50.61146370000002,0.07858205724645541,0.2741302207664207,0.7258697792335793,229
25.2365_55.305,25.236464712872912,55.30478820204735,0.4194349882729782,0.03462979928427056,8,49.433291195000024,0.0153740605800841,0.4083885781650568,0.5916114218349432,230
25.247500000000002_55.3135,25.247379751993698,55.313652773057264,0.41892031092591075,0.04860225249020235,25,50.134288506451625,0.003384419759114527,0.26098991786954623,0.7390100821304537,231
25.2455_55.309000000000005,25.245463481366357,55.309069600216176,0.41887915002708853,0.049751342975245985,42,49.96588627651163,0.0702892769813803,0.37984597538014614,0.6201540246198539,232
25.245_55.3065,25.244990457825413,55.3066088123755,0.4188274807020652,0.025889683964169168,27,50.48327068727275,0.007406091177335307,0.12354281299003134,0.8764571870099687,233
25.251_55.309000000000005,25.251024174062348,55.309059619903564,0.4186326133947659,0.048656849425606725,15,50.4209132130435,0.11827878598813653,0.2803878599894795,0.7196121400105204,234
25.253_55.307500000000005,25.253131583034254,55.307533758528095,0.41840706095418745,0.029090345309036213,33,50.23014224000002,0.0033746456056331095,0.2618814979503357,0.7381185020496643,235
25.254_55.3065,25.253863389598056,55.30650979088199,0.41822419653935833,0.046286069909896393,24,49.891112922258095,0.004146711561414899,0.31224572923448346,0.6877542707655165,236
25.2455_55.298500000000004,25.2454634608314,55.298661427064374,0.41802765748115606,0.034541887902171726,11,49.98413619090911,0.014553570988202301,0.3163723801121567,0.6836276198878433,237
25.249_55.309000000000005,25.248981683931063,55.30891701579094,0.41780647360559736,0.0535672551527213,48,50.424516995000026,0.1025380381831416,0.33766226415280937,0.6623377358471906,238
25.243000000000002_55.303000000000004,25.243174205888568,55.30309371650219,0.41746386499146637,0.005666667012916403,3,50.94127889375001,0.09212070041232638,0.1233200497097439,0.8766799502902561,239
25.237000000000002_55.302,25.237097583629758,55.30195563543038,0.41733527941269966,0.05495427953241148,60,50.278900938032805,0.05488763032136136,0.3091118470350032,0.6908881529649967,240
25.243000000000002_55.3065,25.242910909157313,55.306697487831116,0.4166600861743849,0.014984919105804196,9,49.747274310000016,0.012143029106987788,0.35853788587782115,0.6414621141221788,241
25.254_55.3035,25.253948529421205,55.30363243818283,0.41218362239164674,0.06377447252932009,20,50.128516463000025,0.010022269354926169,0.3031530804104275,0.6968469195895726,242
25.251_55.307,25.251034128278153,55.307000018656254,0.4121286420767283,0.011110915066482898,16,50.65245620375001,0.004170815149943,0.20638958613077796,0.793610413869222,243
25.243000000000002_55.3035,25.242962794431882,55.303510246069536,0.4117089062954988,0.029217786405779843,41,50.46783668326089,0.045932304568406974,0.2762683739408779,0.7237316260591221,244
25.2495_55.3125,25.249536235511815,55.312557220458984,0.4116688339524001,0.04134411784661185,57,50.11869915000002,0.004262005841290464,0.2926184571819541,0.707381542818046,245
25.2425_55.3065,25.242462718405925,55.306646670064616,0.41106790531848847,0.036048089035977615,31,49.54098638967744,0.006442669094562284,0.4038770769373379,0.5961229230626621,246
25.249_55.3095,25.248867057415126,55.30947893857956,0.41075729159706764,0.05119840051562225,9,50.439613250000015,0.004388314706307823,0.22221713595920137,0.7777828640407987,247
25.246000000000002_55.299,25.245974656118168,55.29907272412227,0.4106700338174971,0.041805204970172226,37,49.88313330153848,0.010256661816185059,0.33711529753531194,0.6628847024646881,248
