id,start_x,start_y,end_x,end_y,length,wkt
78,327860.90148713795,2792748.830725886,327814.9031633966,2792688.441822247,78.81423301044632,"LINESTRING (327860.90148713795 2792748.830725886, 327857.47419439844 2792748.708161591, 327854.14855518844 2792747.8642237415, 327851.0763845722 2792746.352371316, 327848.39956468914 2792744.23726774, 327846.21982262674 2792741.595165505, 327844.4897479949 2792738.6593092186, 327814.9031633966 2792688.441822247)"
79,327876.3829458802,2792532.2328628497,327887.4284437317,2792552.221376521,22.837331314679297,"LINESTRING (327876.3829458802 2792532.2328628497, 327887.4284437317 2792552.221376521)"
80,327840.1556313345,2792673.608062776,327876.3829458802,2792532.2328628497,183.78007002147632,"LINESTRING (327840.1556313345 2792673.608062776, 327812.20793211076 2792629.462713895, 327808.8900489822 2792623.6889009136, 327807.1960000687 2792617.251888168, 327807.22223470284 2792610.6046526497, 327808.99454243516 2792604.1899930993, 327817.45893874817 2792575.744316415, 327819.08332001173 2792570.3728894386, 327821.943802029 2792565.5396409854, 327825.8827222936 2792561.523532386, 327830.67133423523 2792558.560116882, 327876.3829458802 2792532.2328628497)"
81,327840.1556313345,2792673.608062776,327903.96210774046,2792636.1275626183,74.00036704905365,"LINESTRING (327840.1556313345 2792673.608062776, 327903.96210774046 2792636.1275626183)"
82,327847.5611822397,2792319.610758646,327872.13990705414,2792361.0627493802,48.19109097481853,"LINESTRING (327847.5611822397 2792319.610758646, 327872.13990705414 2792361.0627493802)"
83,327847.5611822397,2792319.610758646,327836.12192483136,2792298.7853355007,23.760363196517556,"LINESTRING (327847.5611822397 2792319.610758646, 327836.12192483136 2792298.7853355007)"
84,327808.83864087984,2792249.103502507,327836.12192483136,2792298.7853355007,56.68035032363338,"LINESTRING (327808.83864087984 2792249.103502507, 327836.12192483136 2792298.7853355007)"
85,328504.2295034934,2792977.4777726154,328541.71124966245,2793026.0455499226,61.96307178828914,"LINESTRING (328504.2295034934 2792977.4777726154, 328506.58640519925 2792981.3917094804, 328520.5208355937 2793004.4459141926, 328524.961853886 2793010.6266087396, 328530.00126067013 2793016.3233597875, 328535.6081321854 2793021.481169277, 328541.71124966245 2793026.0455499226)"
86,328510.8018613623,2792968.188524653,328541.71124966245,2793026.0455499226,65.59592804945748,"LINESTRING (328510.8018613623 2792968.188524653, 328514.3622924726 2792974.845661298, 328541.71124966245 2793026.0455499226)"
87,328595.0135821406,2793123.3118123566,328541.71124966245,2793026.0455499226,111.0395054979738,"LINESTRING (328595.0135821406 2793123.3118123566, 328568.4631984511 2793078.6488933237, 328558.2610908885 2793061.4963023537, 328541.71124966245 2793026.0455499226)"
88,328171.6544583562,2793410.267603536,328211.9545751546,2793478.440264416,79.19350418685617,"LINESTRING (328171.6544583562 2793410.267603536, 328211.9545751546 2793478.440264416)"
89,328171.6544583562,2793410.267603536,328203.2343900243,2793390.778777941,37.10938435538709,"LINESTRING (328171.6544583562 2793410.267603536, 328203.2343900243 2793390.778777941)"
90,328171.6544583562,2793410.267603536,328103.83982781094,2793450.0136570544,78.60389867091686,"LINESTRING (328171.6544583562 2793410.267603536, 328103.83982781094 2793450.0136570544)"
91,328252.7211470849,2793546.0864259587,328211.9545751546,2793478.440264416,78.98048213588139,"LINESTRING (328252.7211470849 2793546.0864259587, 328211.9545751546 2793478.440264416)"
92,328252.7211470849,2793546.0864259587,328256.2913456276,2793543.9916299116,4.139382576297509,"LINESTRING (328252.7211470849 2793546.0864259587, 328256.2913456276 2793543.9916299116)"
93,328142.59952071833,2793518.2500217687,328252.7211470849,2793546.0864259587,150.9437862142372,"LINESTRING (328142.59952071833 2793518.2500217687, 328173.0035923675 2793568.801102965, 328175.57494370156 2793572.1472738874, 328178.753877498 2793574.942896258, 328182.41782401735 2793577.056589712, 328186.4348440396 2793578.412483677, 328190.3910835094 2793578.9493669863, 328194.37818889966 2793578.743622543, 328198.2554143539 2793577.8191946466, 328201.9020200984 2793576.1886951374, 328252.7211470849 2793546.0864259587)"
94,328059.24969949806,2794157.024387671,328046.98778582993,2794144.2631648267,17.697551675051823,"LINESTRING (328059.24969949806 2794157.024387671, 328046.98778582993 2794144.2631648267)"
95,328059.24969949806,2794157.024387671,328066.2470998813,2794163.8038776685,9.742951131298275,"LINESTRING (328059.24969949806 2794157.024387671, 328066.2470998813 2794163.8038776685)"
96,328042.40755559225,2794172.2827342995,328059.24969949806,2794157.024387671,22.963478934884385,"LINESTRING (328042.40755559225 2794172.2827342995, 328047.3265592953 2794169.317694382, 328051.8246844332 2794165.7376307505, 328055.8122603851 2794161.621230563, 328059.24969949806 2794157.024387671)"
97,327985.1427208056,2794229.243981322,328042.40755559225,2794172.2827342995,80.7703223063616,"LINESTRING (327985.1427208056 2794229.243981322, 328042.40755559225 2794172.2827342995)"
98,327985.1427208056,2794229.243981322,328013.9017897176,2794256.662210946,39.73466195161574,"LINESTRING (327985.1427208056 2794229.243981322, 328013.9017897176 2794256.662210946)"
